trips,mmsi,time,lat,lon,sog,cog,vessel_type,flag
11.0,338234637.0,2020-04-06 14:20:38,37.8048,-122.7651,9.3,274.4,30.0,United States of America
11.0,338234637.0,2020-06-11 18:37:16,37.9148,-122.355,0.0,360.0,30.0,United States of America
12.0,338312677.0,2020-05-16 18:57:36,37.8465,-122.6555,9.2,290.4,30.0,United States of America
12.0,338312677.0,2020-05-16 19:48:37,37.8926,-122.7956,8.6,299.4,30.0,United States of America
13.0,338314868.0,2020-04-16 21:50:58,37.87,-122.4992,0.0,360.0,30.0,United States of America
13.0,338314868.0,2020-06-30 21:13:52,38.4074,-122.7512,0.0,360.0,30.0,United States of America
14.0,338322655.0,2020-06-22 19:09:30,37.6012,-122.6857,7.7,309.5,30.0,United States of America
14.0,338322655.0,2020-06-22 19:29:01,37.6132,-122.7246,6.4,245.2,30.0,United States of America
15.0,338691000.0,2020-06-10 15:39:28,37.865,-122.4936,0.0,70.3,30.0,United States of America
15.0,338691000.0,2020-06-14 19:52:42,37.8653,-122.4933,0.0,238.5,30.0,United States of America
16.0,366813420.0,2020-04-23 23:16:27,37.9239,-122.3742,0.1,360.0,30.0,United States of America
16.0,366813420.0,2020-06-28 18:26:58,37.9974,-122.8982,5.5,306.6,30.0,United States of America
17.0,366853960.0,2020-04-23 08:55:07,37.8766,-122.8978,9.7,119.7,30.0,United States of America
17.0,366853960.0,2020-04-23 11:33:04,37.6048,-122.5579,9.2,178.1,30.0,United States of America
18.0,366926350.0,2020-04-23 17:43:26,37.8091,-122.4189,0.0,258.9,30.0,United States of America
18.0,366926350.0,2020-04-23 18:19:26,37.8091,-122.4188,0.0,258.9,30.0,United States of America
18.0,366926350.0,2020-04-23 18:22:26,37.8092,-122.4188,0.0,258.9,30.0,United States of America
18.0,366926350.0,2020-04-23 18:37:26,37.8091,-122.4188,0.0,258.9,30.0,United States of America
18.0,366926350.0,2020-04-23 18:40:26,37.8091,-122.4189,0.1,258.9,30.0,United States of America
18.0,366926350.0,2020-04-23 20:10:27,37.8091,-122.4188,0.0,258.9,30.0,United States of America
18.0,366926350.0,2020-04-23 20:13:28,37.8092,-122.4188,0.0,258.9,30.0,United States of America
18.0,366926350.0,2020-04-23 20:49:26,37.8091,-122.4188,0.1,258.9,30.0,United States of America
18.0,366926350.0,2020-04-23 20:52:27,37.8091,-122.4189,0.0,258.9,30.0,United States of America
18.0,366926350.0,2020-04-23 22:07:26,37.8091,-122.4188,0.0,88.8,30.0,United States of America
18.0,366926350.0,2020-04-23 22:10:25,37.8092,-122.4188,0.1,20.3,30.0,United States of America
18.0,366926350.0,2020-04-23 22:13:27,37.8091,-122.4189,0.0,183.0,30.0,United States of America
18.0,366926350.0,2020-04-23 22:19:26,37.8092,-122.4189,0.0,186.0,30.0,United States of America
18.0,366926350.0,2020-04-23 22:22:25,37.8092,-122.4188,0.2,28.1,30.0,United States of America
18.0,366926350.0,2020-04-23 22:40:26,37.8092,-122.4188,0.0,349.5,30.0,United States of America
18.0,366926350.0,2020-04-23 22:43:26,37.8091,-122.4189,0.1,349.5,30.0,United States of America
18.0,366926350.0,2020-04-24 07:37:26,37.8091,-122.4189,0.0,331.0,30.0,United States of America
18.0,366926350.0,2020-04-24 07:40:26,37.8092,-122.4188,0.0,331.0,30.0,United States of America
18.0,366926350.0,2020-04-24 07:46:26,37.8091,-122.4188,0.1,331.0,30.0,United States of America
18.0,366926350.0,2020-04-24 07:49:26,37.8091,-122.4189,0.1,331.0,30.0,United States of America
18.0,366926350.0,2020-04-24 08:16:26,37.8091,-122.4188,0.0,331.0,30.0,United States of America
18.0,366926350.0,2020-04-24 08:19:26,37.8092,-122.4188,0.1,331.0,30.0,United States of America
18.0,366926350.0,2020-04-24 08:22:28,37.8092,-122.4188,0.0,331.0,30.0,United States of America
18.0,366926350.0,2020-04-24 08:25:26,37.8091,-122.4189,0.1,331.0,30.0,United States of America
18.0,366926350.0,2020-04-24 08:31:27,37.8091,-122.4188,0.0,302.0,30.0,United States of America
18.0,366926350.0,2020-04-24 08:34:25,37.8092,-122.4188,0.1,302.0,30.0,United States of America
18.0,366926350.0,2020-04-24 08:49:26,37.8091,-122.4188,0.0,12.5,30.0,United States of America
18.0,366926350.0,2020-04-24 08:52:25,37.8091,-122.4189,0.1,12.5,30.0,United States of America
18.0,366926350.0,2020-04-24 09:19:26,37.8091,-122.4188,0.1,340.6,30.0,United States of America
18.0,366926350.0,2020-04-24 09:22:27,37.8092,-122.4188,0.0,178.4,30.0,United States of America
18.0,366926350.0,2020-04-24 09:31:25,37.8091,-122.4188,0.1,301.0,30.0,United States of America
18.0,366926350.0,2020-04-24 09:34:28,37.8091,-122.4189,0.1,263.3,30.0,United States of America
18.0,366926350.0,2020-04-24 19:34:27,37.8091,-122.4188,0.0,113.7,30.0,United States of America
18.0,366926350.0,2020-04-24 19:37:27,37.8092,-122.4188,0.1,113.7,30.0,United States of America
18.0,366926350.0,2020-04-24 19:40:27,37.8091,-122.4189,0.0,113.7,30.0,United States of America
18.0,366926350.0,2020-04-24 20:16:29,37.8091,-122.4189,0.1,113.7,30.0,United States of America
18.0,366926350.0,2020-04-24 20:19:26,37.8092,-122.4188,0.0,113.7,30.0,United States of America
18.0,366926350.0,2020-04-24 20:37:27,37.8091,-122.4188,0.0,113.7,30.0,United States of America
18.0,366926350.0,2020-04-24 20:40:27,37.8091,-122.4189,0.0,113.7,30.0,United States of America
18.0,366926350.0,2020-04-24 22:07:26,37.8091,-122.4189,0.1,113.7,30.0,United States of America
18.0,366926350.0,2020-04-24 22:10:26,37.8092,-122.4188,0.0,113.7,30.0,United States of America
18.0,366926350.0,2020-04-24 22:43:28,37.8092,-122.4188,0.0,2.1,30.0,United States of America
18.0,366926350.0,2020-04-24 22:46:26,37.8091,-122.4189,0.2,273.3,30.0,United States of America
18.0,366926350.0,2020-04-24 22:52:25,37.8092,-122.4189,0.1,208.9,30.0,United States of America
18.0,366926350.0,2020-04-24 22:58:26,37.8092,-122.4188,0.1,201.9,30.0,United States of America
18.0,366926350.0,2020-04-24 23:25:28,37.8091,-122.4188,0.1,356.7,30.0,United States of America
18.0,366926350.0,2020-04-24 23:28:27,37.8091,-122.4189,0.0,356.7,30.0,United States of America
18.0,366926350.0,2020-04-25 06:40:27,37.8091,-122.4189,0.1,109.2,30.0,United States of America
18.0,366926350.0,2020-04-25 06:43:26,37.8092,-122.4188,0.0,109.2,30.0,United States of America
18.0,366926350.0,2020-04-25 06:46:26,37.8092,-122.4188,0.1,109.2,30.0,United States of America
18.0,366926350.0,2020-04-25 06:49:26,37.8091,-122.4189,0.0,109.2,30.0,United States of America
18.0,366926350.0,2020-04-25 07:07:26,37.8091,-122.4188,0.0,109.2,30.0,United States of America
18.0,366926350.0,2020-04-25 07:10:26,37.8092,-122.4188,0.1,109.2,30.0,United States of America
18.0,366926350.0,2020-04-25 07:28:26,37.8091,-122.4188,0.0,109.2,30.0,United States of America
18.0,366926350.0,2020-04-25 07:31:26,37.8091,-122.4189,0.0,109.2,30.0,United States of America
18.0,366926350.0,2020-04-25 07:58:25,37.8091,-122.4189,0.0,109.2,30.0,United States of America
18.0,366926350.0,2020-04-25 08:01:26,37.8092,-122.4188,0.0,109.2,30.0,United States of America
18.0,366926350.0,2020-04-25 08:07:26,37.8091,-122.4188,0.0,109.2,30.0,United States of America
18.0,366926350.0,2020-04-25 08:10:26,37.8091,-122.4189,0.1,109.2,30.0,United States of America
18.0,366926350.0,2020-04-25 08:13:26,37.8092,-122.4188,0.0,109.2,30.0,United States of America
18.0,366926350.0,2020-04-25 08:46:26,37.8091,-122.4188,0.0,109.2,30.0,United States of America
18.0,366926350.0,2020-04-25 08:49:25,37.8091,-122.4189,0.1,109.2,30.0,United States of America
18.0,366926350.0,2020-04-25 13:28:26,37.8091,-122.4188,0.0,259.6,30.0,United States of America
18.0,366926350.0,2020-04-25 13:31:27,37.8092,-122.4188,0.1,259.6,30.0,United States of America
18.0,366926350.0,2020-04-25 13:40:26,37.8091,-122.4188,0.0,259.6,30.0,United States of America
18.0,366926350.0,2020-04-25 13:43:25,37.8091,-122.4189,0.0,259.6,30.0,United States of America
18.0,366926350.0,2020-04-25 15:01:26,37.8091,-122.4188,0.0,259.6,30.0,United States of America
18.0,366926350.0,2020-04-25 15:04:25,37.8092,-122.4188,0.0,259.6,30.0,United States of America
18.0,366926350.0,2020-04-25 15:10:25,37.8091,-122.4188,0.1,259.6,30.0,United States of America
18.0,366926350.0,2020-04-25 15:13:27,37.8091,-122.4189,0.0,259.6,30.0,United States of America
18.0,366926350.0,2020-04-25 20:22:25,37.8091,-122.4188,0.0,336.4,30.0,United States of America
18.0,366926350.0,2020-04-25 20:25:29,37.8092,-122.4188,0.0,336.4,30.0,United States of America
18.0,366926350.0,2020-04-25 20:34:25,37.8092,-122.4188,0.0,336.4,30.0,United States of America
18.0,366926350.0,2020-04-25 20:37:27,37.8091,-122.4189,0.0,336.4,30.0,United States of America
18.0,366926350.0,2020-04-25 20:43:28,37.8091,-122.4188,0.0,336.4,30.0,United States of America
18.0,366926350.0,2020-04-25 20:46:27,37.8092,-122.4188,0.0,336.4,30.0,United States of America
18.0,366926350.0,2020-04-25 21:19:25,37.8091,-122.4188,0.0,336.4,30.0,United States of America
18.0,366926350.0,2020-04-25 21:22:26,37.8091,-122.4189,0.0,336.4,30.0,United States of America
18.0,366926350.0,2020-04-25 22:04:26,37.8091,-122.4188,0.1,336.4,30.0,United States of America
18.0,366926350.0,2020-04-25 22:07:26,37.8092,-122.4188,0.1,336.4,30.0,United States of America
18.0,366926350.0,2020-04-25 23:01:25,37.8092,-122.4189,0.1,336.4,30.0,United States of America
18.0,366926350.0,2020-04-25 23:04:26,37.8091,-122.4189,0.0,336.4,30.0,United States of America
18.0,366926350.0,2020-04-26 03:31:25,37.8091,-122.4189,0.1,98.0,30.0,United States of America
18.0,366926350.0,2020-04-26 03:34:25,37.8092,-122.4188,0.1,98.0,30.0,United States of America
18.0,366926350.0,2020-04-26 03:40:28,37.8091,-122.4188,0.0,98.0,30.0,United States of America
18.0,366926350.0,2020-04-26 03:43:25,37.8091,-122.4189,0.0,98.0,30.0,United States of America
18.0,366926350.0,2020-04-26 04:04:26,37.8091,-122.4188,0.0,208.3,30.0,United States of America
18.0,366926350.0,2020-04-26 04:07:26,37.8092,-122.4188,0.1,208.3,30.0,United States of America
18.0,366926350.0,2020-04-26 04:13:26,37.8091,-122.4188,0.1,103.7,30.0,United States of America
18.0,366926350.0,2020-04-26 04:16:28,37.8091,-122.4189,0.1,103.7,30.0,United States of America
18.0,366926350.0,2020-04-26 04:19:27,37.8091,-122.4188,0.0,103.7,30.0,United States of America
18.0,366926350.0,2020-04-26 04:22:25,37.8092,-122.4188,0.1,103.7,30.0,United States of America
18.0,366926350.0,2020-04-26 04:31:25,37.8091,-122.4188,0.1,103.7,30.0,United States of America
18.0,366926350.0,2020-04-26 04:34:26,37.8091,-122.4189,0.1,103.7,30.0,United States of America
18.0,366926350.0,2020-04-26 06:31:26,37.8091,-122.4188,0.0,285.0,30.0,United States of America
18.0,366926350.0,2020-04-26 06:34:26,37.8092,-122.4188,0.0,285.0,30.0,United States of America
18.0,366926350.0,2020-04-26 06:55:26,37.8091,-122.4188,0.0,285.0,30.0,United States of America
18.0,366926350.0,2020-04-26 06:58:26,37.8091,-122.4189,0.0,285.0,30.0,United States of America
18.0,366926350.0,2020-04-26 08:22:27,37.8091,-122.4188,0.0,285.0,30.0,United States of America
18.0,366926350.0,2020-04-26 08:25:26,37.8092,-122.4188,0.0,285.0,30.0,United States of America
18.0,366926350.0,2020-04-26 08:28:25,37.8092,-122.4189,0.1,285.0,30.0,United States of America
18.0,366926350.0,2020-04-26 08:31:26,37.8091,-122.4189,0.1,285.0,30.0,United States of America
18.0,366926350.0,2020-04-26 08:34:25,37.8091,-122.4189,0.0,285.0,30.0,United States of America
18.0,366926350.0,2020-04-26 08:37:25,37.8092,-122.4188,0.0,285.0,30.0,United States of America
18.0,366926350.0,2020-04-26 08:43:26,37.8091,-122.4188,0.0,285.0,30.0,United States of America
18.0,366926350.0,2020-04-26 08:46:27,37.8091,-122.4189,0.1,285.0,30.0,United States of America
18.0,366926350.0,2020-04-26 08:49:26,37.8092,-122.4188,0.1,285.0,30.0,United States of America
18.0,366926350.0,2020-04-26 09:55:27,37.8091,-122.4188,0.1,285.0,30.0,United States of America
18.0,366926350.0,2020-04-26 09:58:25,37.8091,-122.4189,0.2,285.0,30.0,United States of America
18.0,366926350.0,2020-04-26 11:58:26,37.8091,-122.4189,0.0,342.7,30.0,United States of America
18.0,366926350.0,2020-04-26 12:01:27,37.8092,-122.4188,0.0,342.7,30.0,United States of America
18.0,366926350.0,2020-04-26 12:04:26,37.8091,-122.4188,0.0,342.7,30.0,United States of America
18.0,366926350.0,2020-04-26 12:07:28,37.8091,-122.4189,0.0,342.7,30.0,United States of America
18.0,366926350.0,2020-04-26 17:25:27,37.8091,-122.4188,0.0,2.3,30.0,United States of America
18.0,366926350.0,2020-04-26 17:28:25,37.8092,-122.4188,0.0,2.3,30.0,United States of America
18.0,366926350.0,2020-04-26 17:31:26,37.8091,-122.4189,0.1,2.3,30.0,United States of America
18.0,366926350.0,2020-04-26 19:25:25,37.8091,-122.4188,0.0,2.3,30.0,United States of America
18.0,366926350.0,2020-04-26 19:28:26,37.8092,-122.4188,0.0,2.3,30.0,United States of America
18.0,366926350.0,2020-04-26 20:04:25,37.8091,-122.4188,0.0,2.3,30.0,United States of America
18.0,366926350.0,2020-04-26 20:07:26,37.8091,-122.4189,0.1,2.3,30.0,United States of America
18.0,366926350.0,2020-04-26 21:37:26,37.8091,-122.4188,0.0,2.3,30.0,United States of America
18.0,366926350.0,2020-04-26 21:40:27,37.8092,-122.4188,0.0,2.3,30.0,United States of America
18.0,366926350.0,2020-04-26 22:55:27,37.8091,-122.4188,0.1,2.3,30.0,United States of America
18.0,366926350.0,2020-04-26 22:58:27,37.8091,-122.4189,0.0,2.3,30.0,United States of America
18.0,366926350.0,2020-04-26 23:01:26,37.8091,-122.4188,0.0,2.3,30.0,United States of America
18.0,366926350.0,2020-04-26 23:04:27,37.8092,-122.4188,0.0,2.3,30.0,United States of America
18.0,366926350.0,2020-04-26 23:19:25,37.8091,-122.4188,0.1,2.3,30.0,United States of America
18.0,366926350.0,2020-04-26 23:22:30,37.8091,-122.4189,0.0,2.3,30.0,United States of America
18.0,366926350.0,2020-04-27 00:34:26,37.8091,-122.4188,0.1,127.3,30.0,United States of America
18.0,366926350.0,2020-04-27 00:37:26,37.8092,-122.4188,0.0,173.9,30.0,United States of America
18.0,366926350.0,2020-04-27 01:40:28,37.8091,-122.4188,0.1,96.6,30.0,United States of America
18.0,366926350.0,2020-04-27 01:43:27,37.8091,-122.4189,0.0,174.7,30.0,United States of America
18.0,366926350.0,2020-04-27 03:01:25,37.8091,-122.4188,0.2,319.6,30.0,United States of America
18.0,366926350.0,2020-04-27 03:04:25,37.8092,-122.4188,0.1,319.6,30.0,United States of America
18.0,366926350.0,2020-04-27 03:09:43,37.8091,-122.4188,0.3,262.8,30.0,United States of America
18.0,366926350.0,2020-04-27 03:13:41,37.8091,-122.4189,0.1,338.8,30.0,United States of America
18.0,366926350.0,2020-04-27 03:28:43,37.8091,-122.4188,0.1,280.7,30.0,United States of America
18.0,366926350.0,2020-04-27 03:31:41,37.8092,-122.4188,0.1,280.7,30.0,United States of America
18.0,366926350.0,2020-04-27 04:40:41,37.8091,-122.4188,0.0,182.5,30.0,United States of America
18.0,366926350.0,2020-04-27 04:43:41,37.8091,-122.4189,0.1,165.9,30.0,United States of America
18.0,366926350.0,2020-04-27 04:46:41,37.8091,-122.4189,0.0,69.7,30.0,United States of America
18.0,366926350.0,2020-04-27 04:49:42,37.8092,-122.4188,0.1,103.7,30.0,United States of America
18.0,366926350.0,2020-04-27 05:25:41,37.8091,-122.4188,0.0,88.9,30.0,United States of America
18.0,366926350.0,2020-04-27 05:28:41,37.8091,-122.4189,0.0,88.9,30.0,United States of America
18.0,366926350.0,2020-04-27 06:25:41,37.8091,-122.4188,0.0,88.9,30.0,United States of America
18.0,366926350.0,2020-04-27 06:28:41,37.8092,-122.4188,0.0,88.9,30.0,United States of America
18.0,366926350.0,2020-04-27 06:43:42,37.8091,-122.4188,0.0,88.9,30.0,United States of America
18.0,366926350.0,2020-04-27 06:46:41,37.8091,-122.4189,0.0,88.9,30.0,United States of America
18.0,366926350.0,2020-04-27 06:58:44,37.8091,-122.4188,0.0,88.9,30.0,United States of America
18.0,366926350.0,2020-04-27 07:01:42,37.8092,-122.4188,0.0,88.9,30.0,United States of America
18.0,366926350.0,2020-04-27 09:13:41,37.8092,-122.4188,0.0,88.9,30.0,United States of America
18.0,366926350.0,2020-04-27 09:16:41,37.8091,-122.4189,0.0,88.9,30.0,United States of America
18.0,366926350.0,2020-04-27 09:22:42,37.8091,-122.4188,0.0,88.9,30.0,United States of America
18.0,366926350.0,2020-04-27 09:25:41,37.8092,-122.4188,0.0,88.9,30.0,United States of America
18.0,366926350.0,2020-04-27 10:28:41,37.8091,-122.4188,0.1,88.9,30.0,United States of America
18.0,366926350.0,2020-04-27 10:31:44,37.8091,-122.4189,0.0,88.9,30.0,United States of America
18.0,366926350.0,2020-04-27 10:43:42,37.8091,-122.4188,0.0,88.9,30.0,United States of America
18.0,366926350.0,2020-04-27 10:46:42,37.8092,-122.4188,0.1,88.9,30.0,United States of America
18.0,366926350.0,2020-04-27 10:49:42,37.8091,-122.4189,0.0,88.9,30.0,United States of America
18.0,366926350.0,2020-04-27 11:10:41,37.8092,-122.4189,0.0,88.9,30.0,United States of America
18.0,366926350.0,2020-04-27 11:13:41,37.8092,-122.4188,0.0,88.9,30.0,United States of America
18.0,366926350.0,2020-04-27 11:16:41,37.8091,-122.4188,0.1,88.9,30.0,United States of America
18.0,366926350.0,2020-04-27 11:19:43,37.8091,-122.4189,0.1,88.9,30.0,United States of America
18.0,366926350.0,2020-04-27 12:58:41,37.8091,-122.4189,0.1,88.9,30.0,United States of America
18.0,366926350.0,2020-04-27 13:01:41,37.8092,-122.4188,0.1,88.9,30.0,United States of America
18.0,366926350.0,2020-04-27 13:04:41,37.8091,-122.4189,0.0,88.9,30.0,United States of America
18.0,366926350.0,2020-04-27 20:04:44,37.8091,-122.4188,0.0,23.9,30.0,United States of America
18.0,366926350.0,2020-04-27 20:07:41,37.8092,-122.4188,0.0,23.9,30.0,United States of America
18.0,366926350.0,2020-04-27 20:28:42,37.8091,-122.4188,0.1,23.9,30.0,United States of America
18.0,366926350.0,2020-04-27 20:31:41,37.8091,-122.4189,0.0,23.9,30.0,United States of America
18.0,366926350.0,2020-04-27 21:58:44,37.8091,-122.4188,0.0,23.9,30.0,United States of America
18.0,366926350.0,2020-04-27 22:01:41,37.8092,-122.4188,0.0,23.9,30.0,United States of America
18.0,366926350.0,2020-04-27 22:10:41,37.8092,-122.4188,0.0,23.9,30.0,United States of America
18.0,366926350.0,2020-04-27 22:13:41,37.8091,-122.4189,0.0,23.9,30.0,United States of America
18.0,366926350.0,2020-04-27 22:19:43,37.8092,-122.4189,0.0,23.9,30.0,United States of America
18.0,366926350.0,2020-04-27 22:22:41,37.8092,-122.4188,0.0,23.9,30.0,United States of America
18.0,366926350.0,2020-04-27 22:28:42,37.8091,-122.4188,0.0,23.9,30.0,United States of America
18.0,366926350.0,2020-04-27 22:31:41,37.8091,-122.4189,0.0,23.9,30.0,United States of America
18.0,366926350.0,2020-04-27 22:34:41,37.8091,-122.4189,0.0,23.9,30.0,United States of America
18.0,366926350.0,2020-04-27 22:37:42,37.8092,-122.4188,0.0,23.9,30.0,United States of America
18.0,366926350.0,2020-04-27 23:51:12,37.8091,-122.4188,0.1,360.0,30.0,United States of America
18.0,366926350.0,2020-04-27 23:54:11,37.8091,-122.4189,0.1,360.0,30.0,United States of America
18.0,366926350.0,2020-04-28 00:27:12,37.8091,-122.4188,0.0,360.0,30.0,United States of America
18.0,366926350.0,2020-04-28 00:30:12,37.8092,-122.4188,0.1,360.0,30.0,United States of America
18.0,366926350.0,2020-04-28 00:33:12,37.8091,-122.4189,0.0,360.0,30.0,United States of America
18.0,366926350.0,2020-04-28 00:39:13,37.8092,-122.4189,0.1,360.0,30.0,United States of America
18.0,366926350.0,2020-04-28 00:42:12,37.8092,-122.4188,0.1,360.0,30.0,United States of America
18.0,366926350.0,2020-04-28 01:27:11,37.8091,-122.4188,0.1,360.0,30.0,United States of America
18.0,366926350.0,2020-04-28 01:30:14,37.8091,-122.4189,0.0,360.0,30.0,United States of America
18.0,366926350.0,2020-04-28 01:34:28,37.8092,-122.4189,0.0,345.6,30.0,United States of America
18.0,366926350.0,2020-04-28 01:35:57,37.8092,-122.4188,0.1,345.6,30.0,United States of America
18.0,366926350.0,2020-04-28 01:51:27,37.8091,-122.4188,0.0,345.6,30.0,United States of America
18.0,366926350.0,2020-04-28 01:54:28,37.8091,-122.4189,0.0,234.8,30.0,United States of America
18.0,366926350.0,2020-04-28 02:30:28,37.8091,-122.4188,0.0,356.6,30.0,United States of America
18.0,366926350.0,2020-04-28 02:33:26,37.8092,-122.4188,0.1,356.6,30.0,United States of America
18.0,366926350.0,2020-04-28 02:36:26,37.8091,-122.4189,0.0,356.6,30.0,United States of America
18.0,366926350.0,2020-04-28 07:24:28,37.8092,-122.4189,0.1,223.3,30.0,United States of America
18.0,366926350.0,2020-04-28 07:27:27,37.8092,-122.4188,0.1,223.3,30.0,United States of America
18.0,366926350.0,2020-04-28 07:30:26,37.8091,-122.4189,0.1,223.3,30.0,United States of America
18.0,366926350.0,2020-04-28 07:36:29,37.8091,-122.4188,0.0,223.3,30.0,United States of America
18.0,366926350.0,2020-04-28 07:39:26,37.8092,-122.4188,0.0,223.3,30.0,United States of America
18.0,366926350.0,2020-04-28 07:42:28,37.8091,-122.4188,0.0,223.3,30.0,United States of America
18.0,366926350.0,2020-04-28 07:45:27,37.8091,-122.4189,0.0,223.3,30.0,United States of America
18.0,366926350.0,2020-04-28 08:12:26,37.8091,-122.4188,0.0,223.3,30.0,United States of America
18.0,366926350.0,2020-04-28 08:15:26,37.8092,-122.4188,0.1,223.3,30.0,United States of America
18.0,366926350.0,2020-04-28 08:18:27,37.8092,-122.4188,0.1,223.3,30.0,United States of America
18.0,366926350.0,2020-04-28 08:21:26,37.8091,-122.4189,0.0,223.3,30.0,United States of America
18.0,366926350.0,2020-04-28 08:30:26,37.8091,-122.4188,0.0,223.3,30.0,United States of America
18.0,366926350.0,2020-04-28 08:33:27,37.8092,-122.4188,0.0,223.3,30.0,United States of America
18.0,366926350.0,2020-04-28 08:36:26,37.8091,-122.4188,0.0,223.3,30.0,United States of America
18.0,366926350.0,2020-04-28 08:39:28,37.8091,-122.4189,0.0,223.3,30.0,United States of America
18.0,366926350.0,2020-04-28 08:42:26,37.8091,-122.4188,0.0,223.3,30.0,United States of America
18.0,366926350.0,2020-04-28 08:45:26,37.8092,-122.4188,0.0,223.3,30.0,United States of America
18.0,366926350.0,2020-04-28 09:12:27,37.8091,-122.4188,0.1,223.3,30.0,United States of America
18.0,366926350.0,2020-04-28 09:15:26,37.8091,-122.4189,0.0,223.3,30.0,United States of America
18.0,366926350.0,2020-04-28 09:36:29,37.8091,-122.4189,0.0,223.3,30.0,United States of America
18.0,366926350.0,2020-04-28 09:39:27,37.8092,-122.4188,0.0,223.3,30.0,United States of America
18.0,366926350.0,2020-04-28 09:42:26,37.8091,-122.4189,0.0,223.3,30.0,United States of America
18.0,366926350.0,2020-04-28 14:12:28,37.8091,-122.4188,0.1,220.1,30.0,United States of America
18.0,366926350.0,2020-04-28 14:15:30,37.8092,-122.4188,0.1,220.1,30.0,United States of America
18.0,366926350.0,2020-04-28 14:21:27,37.8091,-122.4189,0.1,220.1,30.0,United States of America
18.0,366926350.0,2020-04-28 20:30:43,37.8091,-122.4189,0.1,360.0,30.0,United States of America
18.0,366926350.0,2020-04-28 20:33:43,37.8092,-122.4188,0.0,360.0,30.0,United States of America
18.0,366926350.0,2020-04-28 20:36:41,37.8091,-122.4188,0.1,360.0,30.0,United States of America
18.0,366926350.0,2020-04-28 20:39:41,37.8091,-122.4189,0.0,360.0,30.0,United States of America
18.0,366926350.0,2020-04-28 21:39:41,37.8092,-122.4189,0.0,360.0,30.0,United States of America
18.0,366926350.0,2020-04-28 21:42:41,37.8092,-122.4188,0.1,360.0,30.0,United States of America
